# Voodoo Trace - Frame 49
# Format: <CMD> <timestamp> <addr> [register_name] <data> [(float_value)] [xN]
# Fixed-point formats: S12.4 (vertices), S18.14 (RGBA), S20.12 (Z), S14.18 (S/T), S2.30 (W)
#
RREG_L               54 0x000000 status           0x1f89b3bf
WREG_L            15647 0x2000a8 fdRdY            0xbc225608 (-0.009908)
WREG_L            15672 0x2000ac fstartG          0x4349704d (201.438675)
WREG_L            15694 0x2000b0 fdGdX            0x3b0a42c3 (0.002110)
WREG_L            15694 0x2000b4 fdGdY            0xbc225608 (-0.009908)
WREG_L            15719 0x2000b8 fstartB          0x4349704d (201.438675)
WREG_L            15741 0x2000bc fdBdX            0x3b0a42c3 (0.002110)
WREG_L            15741 0x2000c0 fdBdY            0xbc225608 (-0.009908)
WREG_L            15766 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L            15809 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L            15809 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L            15834 0x2000f4 fstartW          0x3a4726af (0.000760)
WREG_L            15877 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L            15877 0x2000fc fdWdY            0x80000000 (-0.000000)
WTEX_L            15905 0xe20000 0x00000000
WREG_L            15943 0x200100 ftriangleCMD     0x456f9ec0
WREG_L            15990-       16032 0x000110 fbzMode          0x000b4379 x2
WREG_L            16389 0x00010c alphaMode        0x00045110
WREG_L            16508 0x200088 fvertexAx        0x49401655 (786789.312500)
WREG_L            16583 0x20008c fvertexAy        0x49400b2b (786610.687500)
WREG_L            16583 0x200090 fvertexBx        0x4940195e (786837.875000)
WREG_L            16583 0x200094 fvertexBy        0x49400bf4 (786623.250000)
WREG_L            16583 0x200098 fvertexCx        0x494018b6 (786827.375000)
WREG_L            16583 0x20009c fvertexCy        0x4940123e (786723.875000)
WREG_L            16640 0x2000a0 fstartR          0x4349994e (201.598846)
WREG_L            16662 0x2000a4 fdRdX            0xba2d1bad (-0.000660)
WREG_L            16662 0x2000a8 fdRdY            0xbc271263 (-0.010197)
WREG_L            16687 0x2000ac fstartG          0x4349994e (201.598846)
WREG_L            16709 0x2000b0 fdGdX            0xba2d1bad (-0.000660)
WREG_L            16709 0x2000b4 fdGdY            0xbc271263 (-0.010197)
WREG_L            16734 0x2000b8 fstartB          0x4349994e (201.598846)
WREG_L            16756 0x2000bc fdBdX            0xba2d1bad (-0.000660)
WREG_L            16756 0x2000c0 fdBdY            0xbc271263 (-0.010197)
WREG_L            16781 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L            16824 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L            16824 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L            16849 0x2000f4 fstartW          0x3a4726af (0.000760)
WREG_L            16892 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L            16892 0x2000fc fdWdY            0x80000000 (-0.000000)
WTEX_L            16920 0xe20000 0x00000000
WREG_L            16958 0x200100 ftriangleCMD     0x459cd410
WREG_L            17005-       17047 0x000110 fbzMode          0x000b4379 x2
WREG_L            17404 0x00010c alphaMode        0x00045110
WREG_L            17523 0x200088 fvertexAx        0x49401655 (786789.312500)
WREG_L            17598 0x20008c fvertexAy        0x49400b2b (786610.687500)
WREG_L            17598 0x200090 fvertexBx        0x494018b6 (786827.375000)
WREG_L            17598 0x200094 fvertexBy        0x4940123e (786723.875000)
WREG_L            17598 0x200098 fvertexCx        0x49401561 (786774.062500)
WREG_L            17598 0x20009c fvertexCy        0x494012b0 (786731.000000)
WREG_L            17655 0x2000a0 fstartR          0x4349994e (201.598846)
WREG_L            17677 0x2000a4 fdRdX            0x3b31901c (0.002709)
WREG_L            17677 0x2000a8 fdRdY            0xbc39a343 (-0.011330)
WREG_L            17702 0x2000ac fstartG          0x4349994e (201.598846)
WREG_L            17724 0x2000b0 fdGdX            0x3b31901c (0.002709)
WREG_L            17724 0x2000b4 fdGdY            0xbc39a343 (-0.011330)
WREG_L            17749 0x2000b8 fstartB          0x4349994e (201.598846)
WREG_L            17771 0x2000bc fdBdX            0x3b31901c (0.002709)
WREG_L            17771 0x2000c0 fdBdY            0xbc39a343 (-0.011330)
WREG_L            17796 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L            17839 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L            17839 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L            17864 0x2000f4 fstartW          0x3a4726af (0.000760)
WREG_L            17907 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L            17907 0x2000fc fdWdY            0x80000000 (-0.000000)
WTEX_L            17935 0xe20000 0x00000000
WREG_L            17973 0x200100 ftriangleCMD     0x45c50c08
WREG_L            18020-       18062 0x000110 fbzMode          0x000b4379 x2
WREG_L            18419 0x00010c alphaMode        0x00045110
WREG_L            18541 0x200088 fvertexAx        0x49401655 (786789.312500)
WREG_L            18616 0x20008c fvertexAy        0x49400b2b (786610.687500)
WREG_L            18616 0x200090 fvertexBx        0x494012c5 (786732.312500)
WREG_L            18616 0x200094 fvertexBy        0x49400bac (786618.750000)
WREG_L            18616 0x200098 fvertexCx        0x49401561 (786774.062500)
WREG_L            18616 0x20009c fvertexCy        0x494012b0 (786731.000000)
WREG_L            18673 0x2000a0 fstartR          0x4349994e (201.598846)
WREG_L            18695 0x2000a4 fdRdX            0xbb2c1289 (-0.002626)
WREG_L            18695 0x2000a8 fdRdY            0xbc44b794 (-0.012007)
WREG_L            18720 0x2000ac fstartG          0x4349994e (201.598846)
WREG_L            18742 0x2000b0 fdGdX            0xbb2c1289 (-0.002626)
WREG_L            18742 0x2000b4 fdGdY            0xbc44b794 (-0.012007)
WREG_L            18767 0x2000b8 fstartB          0x4349994e (201.598846)
WREG_L            18789 0x2000bc fdBdX            0xbb2c1289 (-0.002626)
WREG_L            18789 0x2000c0 fdBdY            0xbc44b794 (-0.012007)
WREG_L            18814 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L            18857 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L            18857 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L            18882 0x2000f4 fstartW          0x3a4726af (0.000760)
WREG_L            18925 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L            18925 0x2000fc fdWdY            0x80000000 (-0.000000)
WTEX_L            18953 0xe20000 0x00000000
WREG_L            18991 0x200100 ftriangleCMD     0xc5d276e0
WREG_L            19038-       19080 0x000110 fbzMode          0x000b4379 x2
WREG_L            19437 0x00010c alphaMode        0x00045110
WREG_L            19556 0x200088 fvertexAx        0x494012c5 (786732.312500)
WREG_L            19631 0x20008c fvertexAy        0x49400bac (786618.750000)
WREG_L            19631 0x200090 fvertexBx        0x49401561 (786774.062500)
WREG_L            19631 0x200094 fvertexBy        0x494012b0 (786731.000000)
WREG_L            19631 0x200098 fvertexCx        0x494011f1 (786719.062500)
WREG_L            19631 0x20009c fvertexCy        0x49401303 (786736.187500)
WREG_L            19688 0x2000a0 fstartR          0x4349a6d6 (201.651703)
WREG_L            19710 0x2000a4 fdRdX            0xbb386254 (-0.002813)
WREG_L            19710 0x2000a8 fdRdY            0xbc439283 (-0.011937)
WREG_L            19735 0x2000ac fstartG          0x4349a6d6 (201.651703)
WREG_L            19757 0x2000b0 fdGdX            0xbb386254 (-0.002813)
WREG_L            19757 0x2000b4 fdGdY            0xbc439283 (-0.011937)
WREG_L            19782 0x2000b8 fstartB          0x4349a6d6 (201.651703)
WREG_L            19804 0x2000bc fdBdX            0xbb386254 (-0.002813)
WREG_L            19804 0x2000c0 fdBdY            0xbc439283 (-0.011937)
WREG_L            19829 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L            19872 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L            19872 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L            19897 0x2000f4 fstartW          0x3a4726af (0.000760)
WREG_L            19940 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L            19940 0x2000fc fdWdY            0x80000000 (-0.000000)
WTEX_L            19968 0xe20000 0x00000000
WREG_L            20006 0x200100 ftriangleCMD     0x45c7b2a0
WREG_L            20053-       20095 0x000110 fbzMode          0x000b4379 x2
WREG_L            20452 0x00010c alphaMode        0x00045110
WREG_L            20571 0x200088 fvertexAx        0x49400fae (786682.875000)
WREG_L            20646 0x20008c fvertexAy        0x49400af5 (786607.312500)
WREG_L            20646 0x200090 fvertexBx        0x494012c5 (786732.312500)
WREG_L            20646 0x200094 fvertexBy        0x49400bac (786618.750000)
WREG_L            20646 0x200098 fvertexCx        0x494011f1 (786719.062500)
WREG_L            20646 0x20009c fvertexCy        0x49401303 (786736.187500)
WREG_L            20703 0x2000a0 fstartR          0x4349f683 (201.962936)
WREG_L            20725 0x2000a4 fdRdX            0xbb666552 (-0.003516)
WREG_L            20725 0x2000a8 fdRdY            0xbc44dec0 (-0.012016)
WREG_L            20750 0x2000ac fstartG          0x4349f683 (201.962936)
WREG_L            20772 0x2000b0 fdGdX            0xbb666552 (-0.003516)
WREG_L            20772 0x2000b4 fdGdY            0xbc44dec0 (-0.012016)
WREG_L            20797 0x2000b8 fstartB          0x4349f683 (201.962936)
WREG_L            20819 0x2000bc fdBdX            0xbb666552 (-0.003516)
WREG_L            20819 0x2000c0 fdBdY            0xbc44dec0 (-0.012016)
WREG_L            20844 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L            20887 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L            20887 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L            20912 0x2000f4 fstartW          0x3a4726af (0.000760)
WREG_L            20955 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L            20955 0x2000fc fdWdY            0x80000000 (-0.000000)
WTEX_L            20983 0xe20000 0x00000000
WREG_L            21021 0x200100 ftriangleCMD     0x45ba2ae8
WREG_L            21068-       21110 0x000110 fbzMode          0x000b4379 x2
WREG_L            21467 0x00010c alphaMode        0x00045110
WREG_L            21586 0x200088 fvertexAx        0x49400fae (786682.875000)
WREG_L            21661 0x20008c fvertexAy        0x49400af5 (786607.312500)
WREG_L            21661 0x200090 fvertexBx        0x494011f1 (786719.062500)
WREG_L            21661 0x200094 fvertexBy        0x49401303 (786736.187500)
WREG_L            21661 0x200098 fvertexCx        0x49400e9c (786665.750000)
WREG_L            21661 0x20009c fvertexCy        0x49401375 (786743.312500)
WREG_L            21718 0x2000a0 fstartR          0x4349f683 (201.962936)
WREG_L            21740 0x2000a4 fdRdX            0x3a8877f8 (0.001041)
WREG_L            21740 0x2000a8 fdRdY            0xbc59d568 (-0.013296)
WREG_L            21765 0x2000ac fstartG          0x4349f683 (201.962936)
WREG_L            21787 0x2000b0 fdGdX            0x3a8877f8 (0.001041)
WREG_L            21787 0x2000b4 fdGdY            0xbc59d568 (-0.013296)
WREG_L            21812 0x2000b8 fstartB          0x4349f683 (201.962936)
WREG_L            21834 0x2000bc fdBdX            0x3a8877f8 (0.001041)
WREG_L            21834 0x2000c0 fdBdY            0xbc59d568 (-0.013296)
WREG_L            21859 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L            21902 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L            21902 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L            21927 0x2000f4 fstartW          0x3a4726af (0.000760)
WREG_L            21970 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L            21970 0x2000fc fdWdY            0x80000000 (-0.000000)
WTEX_L            21998 0xe20000 0x00000000
WREG_L            22036 0x200100 ftriangleCMD     0x45dec3e0
WREG_L            22083-       22125 0x000110 fbzMode          0x000b4379 x2
WREG_L            22482 0x00010c alphaMode        0x00045110
WREG_L            22604 0x200088 fvertexAx        0x49400fae (786682.875000)
WREG_L            22679 0x20008c fvertexAy        0x49400af5 (786607.312500)
WREG_L            22679 0x200090 fvertexBx        0x49400cdc (786637.750000)
WREG_L            22679 0x200094 fvertexBy        0x49400b72 (786615.125000)
WREG_L            22679 0x200098 fvertexCx        0x49400e9c (786665.750000)
WREG_L            22679 0x20009c fvertexCy        0x49401375 (786743.312500)
WREG_L            22736 0x2000a0 fstartR          0x4349f683 (201.962936)
WREG_L            22758 0x2000a4 fdRdX            0xb9b5db70 (-0.000347)
WREG_L            22758 0x2000a8 fdRdY            0xbc5cb27d (-0.013470)
WREG_L            22783 0x2000ac fstartG          0x4349f683 (201.962936)
WREG_L            22805 0x2000b0 fdGdX            0xb9b5db70 (-0.000347)
WREG_L            22805 0x2000b4 fdGdY            0xbc5cb27d (-0.013470)
WREG_L            22830 0x2000b8 fstartB          0x4349f683 (201.962936)
WREG_L            22852 0x2000bc fdBdX            0xb9b5db70 (-0.000347)
WREG_L            22852 0x2000c0 fdBdY            0xbc5cb27d (-0.013470)
WREG_L            22877 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L            22920 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L            22920 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L            22945 0x2000f4 fstartW          0x3a4726af (0.000760)
WREG_L            22988 0x2000f8 fdWdX            0x00000000 (0.000000)
WREG_L            22988 0x2000fc fdWdY            0x80000000 (-0.000000)
WTEX_L            23016 0xe20000 0x00000000
WREG_L            23054 0x200100 ftriangleCMD     0xc5bb99b0
WREG_L            23101-       23143 0x000110 fbzMode          0x000b4379 x2
WREG_L            23500 0x00010c alphaMode        0x00045110
WREG_L            23622 0x200088 fvertexAx        0x49400cdc (786637.750000)
WREG_L            23697 0x20008c fvertexAy        0x49400b72 (786615.125000)
WREG_L            23697 0x200090 fvertexBx        0x49400c68 (786630.500000)
WREG_L            23697 0x200094 fvertexBy        0x494012a0 (786730.000000)
WREG_L            23697 0x200098 fvertexCx        0x49400e9c (786665.750000)
WREG_L            23697 0x20009c fvertexCy        0x49401375 (786743.312500)
WREG_L            23754 0x2000a0 fstartR          0x4349df94 (201.873352)
WREG_L            23776 0x2000a4 fdRdX            0x3aed1aa9 (0.001809)
WREG_L            23776 0x2000a8 fdRdY            0xbc646993 (-0.013941)
WREG_L            23801 0x2000ac fstartG          0x4349df94 (201.873352)
WREG_L            23823 0x2000b0 fdGdX            0x3aed1aa9 (0.001809)
WREG_L            23823 0x2000b4 fdGdY            0xbc646993 (-0.013941)
WREG_L            23848 0x2000b8 fstartB          0x4349df94 (201.873352)
WREG_L            23870 0x2000bc fdBdX            0x3aed1aa9 (0.001809)
WREG_L            23870 0x2000c0 fdBdY            0xbc646993 (-0.013941)
WREG_L            23895 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L            23938 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L            23938 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L            23963 0x2000f4 fstartW          0x3a4726af (0.000760)
WREG_L            24006 0x2000f8 fdWdX            0xabfd4ab0 (-0.000000)
WREG_L            24006 0x2000fc fdWdY            0x2add4e5d (0.000000)
WTEX_L            24034 0xe20000 0x00000000
WREG_L            24072 0x200100 ftriangleCMD     0xc5818ee0
WREG_L            24119-       24161 0x000110 fbzMode          0x000b4379 x2
WREG_L            24518 0x00010c alphaMode        0x00045110
WREG_L            24640 0x200088 fvertexAx        0x49400cdc (786637.750000)
WREG_L            24715 0x20008c fvertexAy        0x49400b72 (786615.125000)
WREG_L            24715 0x200090 fvertexBx        0x49400b82 (786616.125000)
WREG_L            24715 0x200094 fvertexBy        0x49400c96 (786633.375000)
WREG_L            24715 0x200098 fvertexCx        0x49400c68 (786630.500000)
WREG_L            24715 0x20009c fvertexCy        0x494012a0 (786730.000000)
WREG_L            24772 0x2000a0 fstartR          0x4349df94 (201.873352)
WREG_L            24794 0x2000a4 fdRdX            0x39aa811f (0.000325)
WREG_L            24794 0x2000a8 fdRdY            0xbc65f257 (-0.014035)
WREG_L            24819 0x2000ac fstartG          0x4349df94 (201.873352)
WREG_L            24841 0x2000b0 fdGdX            0x39aa811f (0.000325)
WREG_L            24841 0x2000b4 fdGdY            0xbc65f257 (-0.014035)
WREG_L            24866 0x2000b8 fstartB          0x4349df94 (201.873352)
WREG_L            24888 0x2000bc fdBdX            0x39aa811f (0.000325)
WREG_L            24888 0x2000c0 fdBdY            0xbc65f257 (-0.014035)
WREG_L            24913 0x2000d0 fstartA          0x437f0000 (255.000000)
WREG_L            24956 0x2000d4 fdAdX            0x00000000 (0.000000)
WREG_L            24956 0x2000d8 fdAdY            0x80000000 (-0.000000)
WREG_L            24981 0x2000f4 fstartW          0x3a4726af (0.000760)
WREG_L            25024 0x2000f8 fdWdX            0x2afe4612 (0.000000)
WREG_L            25024 0x2000fc fdWdY            0x2b16a602 (0.000000)
WTEX_L            25052 0xe20000 0x00000000
WREG_L            25090 0x200100 ftriangleCMD     0xc512fdc0
WREG_L            25137-       25179 0x000110 fbzMode          0x000b4379 x2
WREG_L            25536 0x00010c alphaMode        0x00045110
